transaction_id,sender,receiver,amount,timestamp,risk,isFraud
TX03842,ACC853,ACC791,17178,2026-09-02 06:55:55.908841,HIGH,0
TX03843,ACC856,ACC562,3193,2026-09-02 06:54:55.908841,LOW,0
TX03844,ACC379,ACC757,12419,2026-09-02 06:53:55.908841,MEDIUM,0
TX03845,ACC229,ACC687,17299,2026-09-02 06:52:55.908841,HIGH,0
TX03846,ACC162,ACC532,7951,2026-09-02 06:51:55.908841,LOW,0
TX03847,ACC557,ACC689,1666,2026-09-02 06:50:55.908841,LOW,0
TX03848,ACC576,ACC638,1109,2026-09-02 06:49:55.908841,LOW,0
TX03849,ACC513,ACC857,15147,2026-09-02 06:48:55.908841,HIGH,0
TX03850,ACC586,ACC727,8084,2026-09-02 06:47:55.908841,MEDIUM,0
TX03851,ACC868,ACC455,11376,2026-09-02 06:46:55.908841,MEDIUM,0
TX03852,ACC273,ACC362,10928,2026-09-02 06:45:55.908841,MEDIUM,0
TX03853,ACC242,ACC889,14068,2026-09-02 06:44:55.908841,MEDIUM,0
TX03854,ACC799,ACC994,12929,2026-09-02 06:43:55.908841,MEDIUM,0
TX03855,ACC218,ACC720,665,2026-09-02 06:42:55.908841,LOW,0
TX03856,ACC413,ACC541,9479,2026-09-02 06:41:55.908841,MEDIUM,0
TX03857,ACC842,ACC421,16620,2026-09-02 06:40:55.908841,HIGH,1
TX03858,ACC505,ACC401,19344,2026-09-02 06:39:55.908841,HIGH,0
TX03859,ACC380,ACC872,16438,2026-09-02 06:38:55.908841,HIGH,0
TX03860,ACC902,ACC284,5762,2026-09-02 06:37:55.908841,LOW,0
TX03861,ACC840,ACC803,7957,2026-09-02 06:36:55.908841,LOW,0
TX03862,ACC310,ACC986,8888,2026-09-02 06:35:55.908841,MEDIUM,0
TX03863,ACC961,ACC237,7397,2026-09-02 06:34:55.908841,LOW,0
TX03864,ACC689,ACC320,16122,2026-09-02 06:33:55.908841,HIGH,0
TX03865,ACC748,ACC167,19352,2026-09-02 06:32:55.908841,HIGH,0
TX03866,ACC462,ACC571,5081,2026-09-02 06:31:55.908841,LOW,0
TX03867,ACC135,ACC665,7767,2026-09-02 06:30:55.908841,LOW,0
TX03868,ACC232,ACC206,18088,2026-09-02 06:29:55.908841,HIGH,1
TX03869,ACC943,ACC990,5467,2026-09-02 06:28:55.908841,LOW,0
TX03870,ACC971,ACC519,5546,2026-09-02 06:27:55.908841,LOW,0
TX03871,ACC257,ACC400,10556,2026-09-02 06:26:55.908841,MEDIUM,0
TX03872,ACC773,ACC375,5822,2026-09-02 06:25:55.908841,LOW,0
TX03873,ACC968,ACC754,19551,2026-09-02 06:24:55.908841,HIGH,1
TX03874,ACC995,ACC767,18447,2026-09-02 06:23:55.908841,HIGH,0
TX03875,ACC764,ACC560,3088,2026-09-02 06:22:55.908841,LOW,0
TX03876,ACC481,ACC553,3099,2026-09-02 06:21:55.908841,LOW,0
TX03877,ACC531,ACC953,19888,2026-09-02 06:20:55.908841,HIGH,1
TX03878,ACC880,ACC441,3931,2026-09-02 06:19:55.908841,LOW,0
TX03879,ACC545,ACC101,1014,2026-09-02 06:18:55.908841,LOW,0
TX03880,ACC517,ACC254,11335,2026-09-02 06:17:55.908841,MEDIUM,0
TX03881,ACC106,ACC822,16626,2026-09-02 06:16:55.908841,HIGH,0
TX03882,ACC426,ACC362,551,2026-09-02 06:15:55.908841,LOW,0
TX03883,ACC656,ACC745,1273,2026-09-02 06:14:55.908841,LOW,0
TX03884,ACC742,ACC161,9459,2026-09-02 06:13:55.908841,MEDIUM,0
TX03885,ACC984,ACC756,8892,2026-09-02 06:12:55.908841,MEDIUM,0
TX03886,ACC703,ACC192,18649,2026-09-02 06:11:55.908841,HIGH,0
TX03887,ACC414,ACC831,5361,2026-09-02 06:10:55.908841,LOW,0
TX03888,ACC694,ACC289,3270,2026-09-02 06:09:55.908841,LOW,0
TX03889,ACC781,ACC712,2924,2026-09-02 06:08:55.908841,LOW,0
TX03890,ACC105,ACC319,11255,2026-09-02 06:07:55.908841,MEDIUM,0
TX03891,ACC376,ACC194,14146,2026-09-02 06:06:55.908841,MEDIUM,0
TX03892,ACC192,ACC601,11863,2026-09-02 06:05:55.908841,MEDIUM,0
TX03893,ACC227,ACC408,5931,2026-09-02 06:04:55.908841,LOW,0
TX03894,ACC866,ACC464,16065,2026-09-02 06:03:55.908841,HIGH,0
TX03895,ACC808,ACC495,4981,2026-09-02 06:02:55.908841,LOW,0
TX03896,ACC301,ACC418,1636,2026-09-02 06:01:55.908841,LOW,0
TX03897,ACC659,ACC826,11274,2026-09-02 06:00:55.908841,MEDIUM,0
TX03898,ACC459,ACC257,14356,2026-09-02 05:59:55.908841,MEDIUM,0
TX03899,ACC566,ACC529,1846,2026-09-02 05:58:55.908841,LOW,0
TX03900,ACC944,ACC271,19679,2026-09-02 05:57:55.908841,HIGH,0
TX03901,ACC394,ACC191,4147,2026-09-02 05:56:55.908841,LOW,0
TX03902,ACC733,ACC678,11487,2026-09-02 05:55:55.908841,MEDIUM,0
TX03903,ACC255,ACC122,11390,2026-09-02 05:54:55.908841,MEDIUM,0
TX03904,ACC721,ACC538,8742,2026-09-02 05:53:55.908841,MEDIUM,0
TX03905,ACC747,ACC657,16350,2026-09-02 05:52:55.908841,HIGH,0
TX03906,ACC300,ACC388,4426,2026-09-02 05:51:55.908841,LOW,0
TX03907,ACC530,ACC189,8326,2026-09-02 05:50:55.908841,MEDIUM,0
TX03908,ACC783,ACC970,829,2026-09-02 05:49:55.908841,LOW,0
TX03909,ACC634,ACC548,19735,2026-09-02 05:48:55.908841,HIGH,0
TX03910,ACC608,ACC976,4847,2026-09-02 05:47:55.908841,LOW,0
TX03911,ACC317,ACC597,2841,2026-09-02 05:46:55.908841,LOW,0
TX03912,ACC724,ACC481,11981,2026-09-02 05:45:55.908841,MEDIUM,0
TX03913,ACC644,ACC682,6037,2026-09-02 05:44:55.908841,LOW,0
TX03914,ACC269,ACC192,1207,2026-09-02 05:43:55.908841,LOW,0
TX03915,ACC802,ACC990,1748,2026-09-02 05:42:55.908841,LOW,0
TX03916,ACC935,ACC281,1046,2026-09-02 05:41:55.908841,LOW,0
TX03917,ACC220,ACC634,1767,2026-09-02 05:40:55.908841,LOW,0
TX03918,ACC834,ACC537,17854,2026-09-02 05:39:55.908841,HIGH,0
TX03919,ACC235,ACC407,14226,2026-09-02 05:38:55.908841,MEDIUM,0
TX03920,ACC552,ACC885,13346,2026-09-02 05:37:55.908841,MEDIUM,0
TX03921,ACC310,ACC245,13438,2026-09-02 05:36:55.908841,MEDIUM,0
TX03922,ACC270,ACC303,12923,2026-09-02 05:35:55.908841,MEDIUM,0
TX03923,ACC769,ACC116,13445,2026-09-02 05:34:55.908841,MEDIUM,0
TX03924,ACC598,ACC115,4070,2026-09-02 05:33:55.908841,LOW,0
TX03925,ACC187,ACC274,6056,2026-09-02 05:32:55.908841,LOW,0
TX03926,ACC429,ACC987,12774,2026-09-02 05:31:55.908841,MEDIUM,0
TX03927,ACC332,ACC191,531,2026-09-02 05:30:55.908841,LOW,0
TX03928,ACC371,ACC727,14513,2026-09-02 05:29:55.908841,MEDIUM,0
TX03929,ACC898,ACC442,177,2026-09-02 05:28:55.908841,LOW,0
TX03930,ACC522,ACC300,18478,2026-09-02 05:27:55.908841,HIGH,0
TX03931,ACC150,ACC493,6664,2026-09-02 05:26:55.908841,LOW,0
TX03932,ACC130,ACC480,13106,2026-09-02 05:25:55.908841,MEDIUM,0
TX03933,ACC172,ACC879,6677,2026-09-02 05:24:55.908841,LOW,0
TX03934,ACC583,ACC281,17980,2026-09-02 05:23:55.908841,HIGH,1
TX03935,ACC884,ACC250,2819,2026-09-02 05:22:55.908841,LOW,0
TX03936,ACC864,ACC965,12877,2026-09-02 05:21:55.908841,MEDIUM,0
TX03937,ACC830,ACC639,12545,2026-09-02 05:20:55.908841,MEDIUM,0
TX03938,ACC416,ACC367,835,2026-09-02 05:19:55.908841,LOW,0
TX03939,ACC637,ACC765,7662,2026-09-02 05:18:55.908841,LOW,0
TX03940,ACC363,ACC286,14100,2026-09-02 05:17:55.908841,MEDIUM,0
TX03941,ACC950,ACC393,10467,2026-09-02 05:16:55.908841,MEDIUM,0
TX03942,ACC168,ACC721,5608,2026-09-02 05:15:55.908841,LOW,0
TX03943,ACC360,ACC828,985,2026-09-02 05:14:55.908841,LOW,0
TX03944,ACC879,ACC443,5294,2026-09-02 05:13:55.908841,LOW,0
TX03945,ACC331,ACC219,5790,2026-09-02 05:12:55.908841,LOW,0
TX03946,ACC630,ACC836,1676,2026-09-02 05:11:55.908841,LOW,0
TX03947,ACC452,ACC173,7429,2026-09-02 05:10:55.908841,LOW,0
TX03948,ACC507,ACC372,7903,2026-09-02 05:09:55.908841,LOW,0
TX03949,ACC577,ACC505,9039,2026-09-02 05:08:55.908841,MEDIUM,0
TX03950,ACC185,ACC461,15727,2026-09-02 05:07:55.908841,HIGH,1
TX03951,ACC871,ACC194,459,2026-09-02 05:06:55.908841,LOW,0
TX03952,ACC360,ACC910,637,2026-09-02 05:05:55.908841,LOW,0
TX03953,ACC858,ACC403,879,2026-09-02 05:04:55.908841,LOW,0
TX03954,ACC465,ACC227,5690,2026-09-02 05:03:55.908841,LOW,0
TX03955,ACC822,ACC303,6793,2026-09-02 05:02:55.908841,LOW,0
TX03956,ACC617,ACC451,3844,2026-09-02 05:01:55.908841,LOW,0
TX03957,ACC172,ACC111,13246,2026-09-02 05:00:55.908841,MEDIUM,0
TX03958,ACC403,ACC828,14744,2026-09-02 04:59:55.908841,MEDIUM,0
TX03959,ACC290,ACC591,17607,2026-09-02 04:58:55.908841,HIGH,1
TX03960,ACC113,ACC445,8681,2026-09-02 04:57:55.908841,MEDIUM,0
TX03961,ACC221,ACC737,3585,2026-09-02 04:56:55.908841,LOW,0
TX03962,ACC764,ACC617,13782,2026-09-02 04:55:55.908841,MEDIUM,0
TX03963,ACC968,ACC621,17549,2026-09-02 04:54:55.908841,HIGH,0
TX03964,ACC499,ACC887,3149,2026-09-02 04:53:55.908841,LOW,0
TX03965,ACC245,ACC467,15472,2026-09-02 04:52:55.908841,HIGH,0
TX03966,ACC468,ACC632,16548,2026-09-02 04:51:55.908841,HIGH,1
TX03967,ACC612,ACC880,8012,2026-09-02 04:50:55.908841,MEDIUM,0
TX03968,ACC126,ACC114,14400,2026-09-02 04:49:55.908841,MEDIUM,0
TX03969,ACC605,ACC935,11218,2026-09-02 04:48:55.908841,MEDIUM,0
TX03970,ACC593,ACC119,2717,2026-09-02 04:47:55.908841,LOW,0
TX03971,ACC116,ACC170,11646,2026-09-02 04:46:55.908841,MEDIUM,0
TX03972,ACC972,ACC659,8791,2026-09-02 04:45:55.908841,MEDIUM,0
TX03973,ACC453,ACC103,11622,2026-09-02 04:44:55.908841,MEDIUM,0
TX03974,ACC565,ACC522,5434,2026-09-02 04:43:55.908841,LOW,0
TX03975,ACC170,ACC837,3486,2026-09-02 04:42:55.908841,LOW,0
TX03976,ACC373,ACC597,10783,2026-09-02 04:41:55.908841,MEDIUM,0
TX03977,ACC743,ACC862,12900,2026-09-02 04:40:55.908841,MEDIUM,0
TX03978,ACC591,ACC223,18286,2026-09-02 04:39:55.908841,HIGH,0
TX03979,ACC179,ACC925,6544,2026-09-02 04:38:55.908841,LOW,0
TX03980,ACC683,ACC757,4727,2026-09-02 04:37:55.908841,LOW,0
TX03981,ACC722,ACC222,9505,2026-09-02 04:36:55.908841,MEDIUM,0
TX03982,ACC501,ACC199,7937,2026-09-02 04:35:55.908841,LOW,0
TX03983,ACC954,ACC485,1482,2026-09-02 04:34:55.908841,LOW,0
TX03984,ACC621,ACC854,5018,2026-09-02 04:33:55.908841,LOW,0
TX03985,ACC179,ACC716,3016,2026-09-02 04:32:55.908841,LOW,0
TX03986,ACC938,ACC893,6387,2026-09-02 04:31:55.908841,LOW,0
TX03987,ACC140,ACC448,9908,2026-09-02 04:30:55.908841,MEDIUM,0
TX03988,ACC561,ACC231,3031,2026-09-02 04:29:55.908841,LOW,0
TX03989,ACC178,ACC989,4179,2026-09-02 04:28:55.908841,LOW,0
TX03990,ACC611,ACC155,1225,2026-09-02 04:27:55.908841,LOW,0
TX03991,ACC572,ACC912,10003,2026-09-02 04:26:55.908841,MEDIUM,0
TX03992,ACC672,ACC685,7409,2026-09-02 04:25:55.908841,LOW,0
TX03993,ACC154,ACC223,3919,2026-09-02 04:24:55.908841,LOW,0
TX03994,ACC956,ACC449,6329,2026-09-02 04:23:55.908841,LOW,0
TX03995,ACC798,ACC417,10472,2026-09-02 04:22:55.908841,MEDIUM,0
TX03996,ACC688,ACC867,16877,2026-09-02 04:21:55.908841,HIGH,1
TX03997,ACC914,ACC199,13827,2026-09-02 04:20:55.908841,MEDIUM,0
TX03998,ACC478,ACC971,10143,2026-09-02 04:19:55.908841,MEDIUM,0
TX03999,ACC663,ACC273,12282,2026-09-02 04:18:55.908841,MEDIUM,0
TX04000,ACC578,ACC546,15284,2026-09-02 04:17:55.908841,HIGH,0
TX04001,ACC583,ACC639,14303,2026-09-02 04:16:55.908841,MEDIUM,0
TX04002,ACC110,ACC893,13028,2026-09-02 04:15:55.908841,MEDIUM,0
TX04003,ACC277,ACC832,18073,2026-09-02 04:14:55.908841,HIGH,0
TX04004,ACC615,ACC962,13626,2026-09-02 04:13:55.908841,MEDIUM,0
TX04005,ACC653,ACC756,3398,2026-09-02 04:12:55.908841,LOW,0
TX04006,ACC795,ACC665,2016,2026-09-02 04:11:55.908841,LOW,0
TX04007,ACC897,ACC909,17290,2026-09-02 04:10:55.908841,HIGH,0
TX04008,ACC688,ACC548,4569,2026-09-02 04:09:55.908841,LOW,0
TX04009,ACC571,ACC700,10385,2026-09-02 04:08:55.908841,MEDIUM,0
TX04010,ACC908,ACC807,11295,2026-09-02 04:07:55.908841,MEDIUM,0
TX04011,ACC363,ACC343,18583,2026-09-02 04:06:55.908841,HIGH,0
TX04012,ACC886,ACC662,6163,2026-09-02 04:05:55.908841,LOW,0
TX04013,ACC213,ACC896,8998,2026-09-02 04:04:55.908841,MEDIUM,0
TX04014,ACC153,ACC512,1654,2026-09-02 04:03:55.908841,LOW,0
TX04015,ACC501,ACC912,19647,2026-09-02 04:02:55.908841,HIGH,1
TX04016,ACC422,ACC336,1037,2026-09-02 04:01:55.908841,LOW,0
TX04017,ACC793,ACC975,15291,2026-09-02 04:00:55.908841,HIGH,1
TX04018,ACC582,ACC342,2287,2026-09-02 03:59:55.908841,LOW,0
TX04019,ACC633,ACC716,4830,2026-09-02 03:58:55.908841,LOW,0
TX04020,ACC866,ACC364,354,2026-09-02 03:57:55.908841,LOW,0
TX04021,ACC741,ACC456,7034,2026-09-02 03:56:55.908841,LOW,0
TX04022,ACC923,ACC100,11872,2026-09-02 03:55:55.908841,MEDIUM,0
TX04023,ACC221,ACC646,17460,2026-09-02 03:54:55.908841,HIGH,0
TX04024,ACC804,ACC360,3045,2026-09-02 03:53:55.908841,LOW,0
TX04025,ACC200,ACC973,2982,2026-09-02 03:52:55.908841,LOW,0
TX04026,ACC553,ACC539,1961,2026-09-02 03:51:55.908841,LOW,0
TX04027,ACC516,ACC810,18879,2026-09-02 03:50:55.908841,HIGH,0
TX04028,ACC620,ACC746,18204,2026-09-02 03:49:55.908841,HIGH,0
TX04029,ACC273,ACC955,7768,2026-09-02 03:48:55.908841,LOW,0
TX04030,ACC228,ACC604,9022,2026-09-02 03:47:55.908841,MEDIUM,0
TX04031,ACC877,ACC548,15942,2026-09-02 03:46:55.908841,HIGH,0
TX04032,ACC885,ACC629,670,2026-09-02 03:45:55.908841,LOW,0
TX04033,ACC231,ACC831,3488,2026-09-02 03:44:55.908841,LOW,0
TX04034,ACC831,ACC974,1906,2026-09-02 03:43:55.908841,LOW,0
TX04035,ACC469,ACC422,4761,2026-09-02 03:42:55.908841,LOW,0
TX04036,ACC627,ACC842,5676,2026-09-02 03:41:55.908841,LOW,0
TX04037,ACC904,ACC999,16526,2026-09-02 03:40:55.908841,HIGH,1
TX04038,ACC662,ACC439,6479,2026-09-02 03:39:55.908841,LOW,0
TX04039,ACC886,ACC824,7120,2026-09-02 03:38:55.908841,LOW,0
TX04040,ACC682,ACC733,5089,2026-09-02 03:37:55.908841,LOW,0
TX04041,ACC169,ACC624,8676,2026-09-02 03:36:55.908841,MEDIUM,0
TX04042,ACC161,ACC348,1976,2026-09-02 03:35:55.908841,LOW,0
TX04043,ACC865,ACC110,8740,2026-09-02 03:34:55.908841,MEDIUM,0
TX04044,ACC620,ACC506,4654,2026-09-02 03:33:55.908841,LOW,0
TX04045,ACC886,ACC537,11455,2026-09-02 03:32:55.908841,MEDIUM,0
TX04046,ACC239,ACC518,2007,2026-09-02 03:31:55.908841,LOW,0
TX04047,ACC406,ACC706,13302,2026-09-02 03:30:55.908841,MEDIUM,0
TX04048,ACC489,ACC964,10698,2026-09-02 03:29:55.908841,MEDIUM,0
TX04049,ACC263,ACC319,7981,2026-09-02 03:28:55.908841,LOW,0
TX04050,ACC437,ACC925,19063,2026-09-02 03:27:55.908841,HIGH,0
TX04051,ACC939,ACC457,16236,2026-09-02 03:26:55.908841,HIGH,0
TX04052,ACC476,ACC424,3036,2026-09-02 03:25:55.908841,LOW,0
TX04053,ACC780,ACC207,4222,2026-09-02 03:24:55.908841,LOW,0
TX04054,ACC879,ACC342,8108,2026-09-02 03:23:55.908841,MEDIUM,0
TX04055,ACC630,ACC121,17507,2026-09-02 03:22:55.908841,HIGH,0
TX04056,ACC700,ACC161,4227,2026-09-02 03:21:55.908841,LOW,0
TX04057,ACC335,ACC417,537,2026-09-02 03:20:55.908841,LOW,0
TX04058,ACC537,ACC979,3115,2026-09-02 03:19:55.908841,LOW,0
TX04059,ACC844,ACC367,15057,2026-09-02 03:18:55.908841,HIGH,1
TX04060,ACC515,ACC961,16732,2026-09-02 03:17:55.908841,HIGH,1
TX04061,ACC427,ACC197,18841,2026-09-02 03:16:55.908841,HIGH,0
TX04062,ACC551,ACC907,11230,2026-09-02 03:15:55.908841,MEDIUM,0
TX04063,ACC809,ACC681,3890,2026-09-02 03:14:55.908841,LOW,0
TX04064,ACC874,ACC138,10423,2026-09-02 03:13:55.908841,MEDIUM,0
TX04065,ACC468,ACC120,16725,2026-09-02 03:12:55.908841,HIGH,0
TX04066,ACC899,ACC330,9165,2026-09-02 03:11:55.908841,MEDIUM,0
TX04067,ACC923,ACC280,4183,2026-09-02 03:10:55.908841,LOW,0
TX04068,ACC928,ACC998,19740,2026-09-02 03:09:55.908841,HIGH,0
TX04069,ACC586,ACC221,6157,2026-09-02 03:08:55.908841,LOW,0
TX04070,ACC577,ACC618,11149,2026-09-02 03:07:55.908841,MEDIUM,0
TX04071,ACC820,ACC572,17729,2026-09-02 03:06:55.908841,HIGH,1
TX04072,ACC733,ACC621,14050,2026-09-02 03:05:55.908841,MEDIUM,0
TX04073,ACC922,ACC702,17144,2026-09-02 03:04:55.908841,HIGH,1
TX04074,ACC136,ACC468,4522,2026-09-02 03:03:55.908841,LOW,0
TX04075,ACC277,ACC296,2117,2026-09-02 03:02:55.908841,LOW,0
TX04076,ACC826,ACC448,5328,2026-09-02 03:01:55.908841,LOW,0
TX04077,ACC797,ACC290,18937,2026-09-02 03:00:55.914559,HIGH,0
TX04078,ACC980,ACC410,19761,2026-09-02 02:59:55.914559,HIGH,1
TX04079,ACC515,ACC984,9516,2026-09-02 02:58:55.914559,MEDIUM,0
TX04080,ACC532,ACC827,10270,2026-09-02 02:57:55.914559,MEDIUM,0
TX04081,ACC991,ACC336,15176,2026-09-02 02:56:55.914559,HIGH,0
TX04082,ACC154,ACC977,6123,2026-09-02 02:55:55.914559,LOW,0
TX04083,ACC719,ACC342,3982,2026-09-02 02:54:55.914559,LOW,0
TX04084,ACC361,ACC844,10296,2026-09-02 02:53:55.914559,MEDIUM,0
TX04085,ACC837,ACC912,14859,2026-09-02 02:52:55.914559,MEDIUM,0
TX04086,ACC278,ACC541,13935,2026-09-02 02:51:55.914559,MEDIUM,0
TX04087,ACC132,ACC654,19057,2026-09-02 02:50:55.914559,HIGH,1
TX04088,ACC529,ACC945,19014,2026-09-02 02:49:55.914559,HIGH,1
TX04089,ACC937,ACC515,6170,2026-09-02 02:48:55.914559,LOW,0
TX04090,ACC378,ACC158,18104,2026-09-02 02:47:55.914559,HIGH,1
TX04091,ACC970,ACC174,13765,2026-09-02 02:46:55.914559,MEDIUM,0
TX04092,ACC725,ACC951,7992,2026-09-02 02:45:55.914559,LOW,0
TX04093,ACC795,ACC739,8693,2026-09-02 02:44:55.914559,MEDIUM,0
TX04094,ACC839,ACC243,3745,2026-09-02 02:43:55.914559,LOW,0
TX04095,ACC166,ACC530,10402,2026-09-02 02:42:55.914559,MEDIUM,0
TX04096,ACC777,ACC125,10950,2026-09-02 02:41:55.914559,MEDIUM,0
TX04097,ACC374,ACC290,2348,2026-09-02 02:40:55.914559,LOW,0
TX04098,ACC474,ACC520,10174,2026-09-02 02:39:55.914559,MEDIUM,0
TX04099,ACC678,ACC659,11109,2026-09-02 02:38:55.914559,MEDIUM,0
TX04100,ACC923,ACC262,1639,2026-09-02 02:37:55.914559,LOW,0
TX04101,ACC832,ACC559,17686,2026-09-02 02:36:55.914559,HIGH,0
TX04102,ACC202,ACC435,13993,2026-09-02 02:35:55.914559,MEDIUM,0
TX04103,ACC336,ACC403,7533,2026-09-02 02:34:55.914559,LOW,0
TX04104,ACC876,ACC642,7149,2026-09-02 02:33:55.914559,LOW,0
TX04105,ACC629,ACC908,1619,2026-09-02 02:32:55.914559,LOW,0
TX04106,ACC724,ACC319,11464,2026-09-02 02:31:55.914559,MEDIUM,0
TX04107,ACC991,ACC541,14677,2026-09-02 02:30:55.914559,MEDIUM,0
TX04108,ACC152,ACC137,10668,2026-09-02 02:29:55.914559,MEDIUM,0
TX04109,ACC181,ACC130,15674,2026-09-02 02:28:55.914559,HIGH,0
TX04110,ACC900,ACC985,18105,2026-09-02 02:27:55.914559,HIGH,1
TX04111,ACC568,ACC274,19642,2026-09-02 02:26:55.914559,HIGH,1
TX04112,ACC713,ACC657,14685,2026-09-02 02:25:55.914559,MEDIUM,0
TX04113,ACC466,ACC603,15636,2026-09-02 02:24:55.914559,HIGH,1
TX04114,ACC187,ACC515,3018,2026-09-02 02:23:55.914559,LOW,0
TX04115,ACC477,ACC682,9938,2026-09-02 02:22:55.914559,MEDIUM,0
TX04116,ACC399,ACC546,12212,2026-09-02 02:21:55.914559,MEDIUM,0
TX04117,ACC127,ACC202,1600,2026-09-02 02:20:55.914559,LOW,0
TX04118,ACC308,ACC357,1063,2026-09-02 02:19:55.914559,LOW,0
TX04119,ACC409,ACC726,930,2026-09-02 02:18:55.914559,LOW,0
TX04120,ACC118,ACC993,15259,2026-09-02 02:17:55.914559,HIGH,0
TX04121,ACC748,ACC385,15543,2026-09-02 02:16:55.914559,HIGH,0
TX04122,ACC840,ACC606,13255,2026-09-02 02:15:55.914559,MEDIUM,0
TX04123,ACC502,ACC959,5657,2026-09-02 02:14:55.914559,LOW,0
TX04124,ACC564,ACC729,9821,2026-09-02 02:13:55.914559,MEDIUM,0
TX04125,ACC523,ACC619,3830,2026-09-02 02:12:55.914559,LOW,0
TX04126,ACC140,ACC636,2638,2026-09-02 02:11:55.914559,LOW,0
TX04127,ACC971,ACC672,16995,2026-09-02 02:10:55.914559,HIGH,0
TX04128,ACC599,ACC546,982,2026-09-02 02:09:55.914559,LOW,0
TX04129,ACC929,ACC398,7572,2026-09-02 02:08:55.914559,LOW,0
TX04130,ACC115,ACC981,5001,2026-09-02 02:07:55.914559,LOW,0
TX04131,ACC732,ACC848,13188,2026-09-02 02:06:55.914559,MEDIUM,0
TX04132,ACC765,ACC870,10839,2026-09-02 02:05:55.914559,MEDIUM,0
TX04133,ACC968,ACC882,7420,2026-09-02 02:04:55.914559,LOW,0
TX04134,ACC890,ACC780,14777,2026-09-02 02:03:55.914559,MEDIUM,0
TX04135,ACC178,ACC558,16748,2026-09-02 02:02:55.914559,HIGH,1
TX04136,ACC946,ACC489,19624,2026-09-02 02:01:55.914559,HIGH,0
TX04137,ACC771,ACC172,11294,2026-09-02 02:00:55.914559,MEDIUM,0
TX04138,ACC158,ACC711,19938,2026-09-02 01:59:55.914559,HIGH,1
TX04139,ACC285,ACC757,16757,2026-09-02 01:58:55.914559,HIGH,0
TX04140,ACC383,ACC966,3864,2026-09-02 01:57:55.914559,LOW,0
TX04141,ACC733,ACC655,7946,2026-09-02 01:56:55.914559,LOW,0
TX04142,ACC873,ACC409,3771,2026-09-02 01:55:55.914559,LOW,0
TX04143,ACC555,ACC681,10127,2026-09-02 01:54:55.914559,MEDIUM,0
TX04144,ACC579,ACC995,17297,2026-09-02 01:53:55.914559,HIGH,0
TX04145,ACC669,ACC468,9351,2026-09-02 01:52:55.914559,MEDIUM,0
TX04146,ACC907,ACC429,10878,2026-09-02 01:51:55.914559,MEDIUM,0
TX04147,ACC602,ACC912,4561,2026-09-02 01:50:55.914559,LOW,0
TX04148,ACC372,ACC396,10748,2026-09-02 01:49:55.914559,MEDIUM,0
TX04149,ACC336,ACC169,19073,2026-09-02 01:48:55.914559,HIGH,0
TX04150,ACC987,ACC469,6189,2026-09-02 01:47:55.914559,LOW,0
TX04151,ACC393,ACC705,10645,2026-09-02 01:46:55.914559,MEDIUM,0
TX04152,ACC595,ACC706,7687,2026-09-02 01:45:55.914559,LOW,0
TX04153,ACC776,ACC807,4389,2026-09-02 01:44:55.914559,LOW,0
TX04154,ACC999,ACC741,12330,2026-09-02 01:43:55.914559,MEDIUM,0
TX04155,ACC876,ACC861,16515,2026-09-02 01:42:55.914559,HIGH,1
TX04156,ACC827,ACC101,866,2026-09-02 01:41:55.914559,LOW,0
TX04157,ACC286,ACC163,1970,2026-09-02 01:40:55.914559,LOW,0
TX04158,ACC845,ACC470,5002,2026-09-02 01:39:55.914559,LOW,0
TX04159,ACC551,ACC876,13523,2026-09-02 01:38:55.914559,MEDIUM,0
TX04160,ACC732,ACC312,12773,2026-09-02 01:37:55.914559,MEDIUM,0
TX04161,ACC236,ACC378,1631,2026-09-02 01:36:55.914559,LOW,0
TX04162,ACC616,ACC503,7627,2026-09-02 01:35:55.914559,LOW,0
TX04163,ACC879,ACC746,1443,2026-09-02 01:34:55.914559,LOW,0
TX04164,ACC393,ACC300,2581,2026-09-02 01:33:55.914559,LOW,0
TX04165,ACC229,ACC941,5105,2026-09-02 01:32:55.914559,LOW,0
TX04166,ACC820,ACC652,2034,2026-09-02 01:31:55.914559,LOW,0
TX04167,ACC487,ACC178,14677,2026-09-02 01:30:55.914559,MEDIUM,0
TX04168,ACC797,ACC123,17809,2026-09-02 01:29:55.914559,HIGH,0
TX04169,ACC642,ACC678,17993,2026-09-02 01:28:55.914559,HIGH,1
TX04170,ACC792,ACC247,5348,2026-09-02 01:27:55.914559,LOW,0
TX04171,ACC255,ACC780,3650,2026-09-02 01:26:55.914559,LOW,0
TX04172,ACC834,ACC652,15738,2026-09-02 01:25:55.914559,HIGH,0
TX04173,ACC258,ACC731,6957,2026-09-02 01:24:55.914559,LOW,0
TX04174,ACC319,ACC158,6130,2026-09-02 01:23:55.914559,LOW,0
TX04175,ACC382,ACC632,19823,2026-09-02 01:22:55.914559,HIGH,1
TX04176,ACC448,ACC593,1905,2026-09-02 01:21:55.914559,LOW,0
TX04177,ACC168,ACC855,3028,2026-09-02 01:20:55.914559,LOW,0
TX04178,ACC314,ACC243,15104,2026-09-02 01:19:55.914559,HIGH,0
TX04179,ACC443,ACC597,158,2026-09-02 01:18:55.914559,LOW,0
TX04180,ACC238,ACC474,11291,2026-09-02 01:17:55.914559,MEDIUM,0
